product_name,product_company,product_price,product_link
"YMMW, Costco in-store only, Lenovo IdeaCentre 5 Desktop: Intel Core i7-12700, 16GB DDR4, 512GB SSD, 1TB HDD, RTX 3060, Win 11 $750",,$750,https://slickdeals.net/f/16316656-ymmw-costco-in-store-only-lenovo-ideacentre-5-desktop-intel-core-i7-12700-16gb-ddr4-512gb-ssd-1tb-hdd-rtx-3060-win-11-750
NZXT H510 - CA-H510B-B1 - Compact ATX Mid-Tower PC Gaming Case - $59.99 + F/S - Amazon,Amazon,$59.99,https://slickdeals.net/f/16315996-nzxt-h510-ca-h510b-b1-compact-atx-mid-tower-pc-gaming-case-59-99-f-s-amazon
NZXT H510 Elite - CA-H510E-B1 - Premium Mid-Tower ATX Case PC Gaming Case - black $79.99,Amazon,$79.99,https://slickdeals.net/f/16315150-nzxt-h510-elite-ca-h510e-b1-premium-mid-tower-atx-case-pc-gaming-case-black-79-99
"Lenovo ThinkBook 16p NX: 16"" QHD+ 120Hz IPS, Ryzen 7 6800H, RTX 3050 Ti, 16GB LPDDR5, 512GB GEN4 SSD, USB4, Win11H @ $987.60 + F/S",Lenovo,$987.60,https://slickdeals.net/f/16314454-lenovo-thinkbook-16p-nx-16-qhd-120hz-ips-ryzen-7-6800h-rtx-3050-ti-16gb-lpddr5-512gb-gen4-ssd-usb4-win11h-987-60-f-s
Lian Li Lancool 215 X Tempered Glass ATX Computer Case,B&H Photo Video,$90,https://slickdeals.net/f/16313647-lian-li-lancool-215-mid-tower-case-black-b-h-89-99-fs
"MSI Delta 15 Laptop: Ryzen 7 5800H, 15.6"" 240Hz, RX6700M, 16GB RAM, 1TB SSD",Walmart,$999,https://slickdeals.net/f/16313476-15-6-msi-delta-15-gaming-laptop-ryzen-7-5800h-16gb-ram-1tb-ssd-rx-6700m-999-free-shipping
128GB SanDisk Ultra Dual Drive USB 3.1 Type-C Flash Drive,Amazon,$16,https://slickdeals.net/f/16312894-128gb-sandisk-ultra-dual-drive-flash-drive-usb-type-c-usb-3-1-16-free-shipping-w-prime-or-on-orders-25
"Microsoft Surface Laptop Go (Refurb): i5-1035G1, 12.4"" Touch, 8GB RAM, 256GB SSD",Amazon,$350,https://slickdeals.net/f/16313053-microsoft-surface-laptop-go-refurb-i5-1035g1-12-4-touch-8gb-ram-256gb-ssd-350-free-shipping
"HP Pavilion Desktop: i5-12400, 12GB RAM, 256GB SSD, Win11",Staples,$390,https://slickdeals.net/f/16312852-hp-pavilion-tp01-3016-desktop-computer-intel-core-i5-12400-12gb-memory-256gb-ssd-577m9aa-aba-389-99
"Samsung 32"" BM702 UHD Smart Monitor & Streaming TV $280",Best Buy,$280,https://slickdeals.net/f/16315324-samsung-32-bm702-uhd-smart-monitor-streaming-tv-280
AsusTuf Gaming RGB Keyboard & Mouse Combo,Amazon,$40,https://slickdeals.net/f/16313299-asustuf-gaming-rgb-keyboard-mouse-combo-40-free-shipping
"Acer Aspire 5: 15.6"" FHD IPS, Ryzen 5 5625U, 8GB DDR4, 512GB SSD $382.49",Newegg,$382.49,https://slickdeals.net/f/16314184-acer-aspire-5-15-6-fhd-ips-ryzen-5-5625u-8gb-ddr4-512gb-ssd-382-49
New Micro Center Customers: Creality Ender 3 Pro 3D Printer,Micro Center,$100,https://slickdeals.net/f/16311556-100-creality-ender-3-pro-3d-printer-new-customer-exclusive-in-store-only
"Amazon.com: Rybozen USB Switch Selector, KVM Switch Box for 4 PC Sharing 3 USB Devices, One-Button Swapping Box Hub 4 USB Cabl $9.89",Amazon,$9.89,https://slickdeals.net/f/16314118-amazon-com-rybozen-usb-switch-selector-kvm-switch-box-for-4-pc-sharing-3-usb-devices-one-button-swapping-box-hub-4-usb-cabl-9-89
2TB Kingston NV2 M.2 2280 PCIe 4.0 x4 NVMe Solid State Drive,Newegg,$110,https://slickdeals.net/f/16312690-2tb-kingston-nv2-m-2-2280-pcie-4-0-x4-nvme-solid-state-drive-110-free-shipping
"PNY CS1030 M.2 PCIe Gen 3 NVMe Internal SSD: 2TB $110, 1TB $54, 500GB",Amazon,$31,https://slickdeals.net/f/16312156-pny-cs1030-m-2-pcie-gen-3-nvme-internal-ssd-2tb-110-1tb-54-500gb-31-free-shipping
"Canon PIXMA TS6420a All-in-One Wireless Inkjet Printer [Print,Copy,Scan], Black $69",Amazon,$69,https://slickdeals.net/f/16313950-canon-pixma-ts6420a-all-in-one-wireless-inkjet-printer-print-copy-scan-black-69
"Lenovo Tab M10 Plus, 10.6"" IPS Touch 400 nits, 4GB, 128GB, Android 12 $159",Walmart,$159,https://slickdeals.net/f/16314220-lenovo-tab-m10-plus-10-6-ips-touch-400-nits-4gb-128gb-android-12-159
Fractal Design Meshify 2 Compact ATX Mid Tower Computer Case w/ 4 pre-installed Aspect 120mm RGB fans $100 + $13 Shipping,Newegg,$100,https://slickdeals.net/f/16312462-fractal-design-meshify-2-compact-atx-mid-tower-computer-case-w-4-pre-installed-aspect-120mm-rgb-fans-100-13-shipping
"2TB Crucial BX500 3D NAND SATA 2.5"" Internal SSD $113 + Free Shipping",Amazon,$113,https://slickdeals.net/f/16312849-2tb-crucial-bx500-3d-nand-sata-2-5-internal-ssd-113-free-shipping
1000W Asus ROG Thor 80+ Platinum II Fully Modular Power Supply,Amazon,$220,https://slickdeals.net/f/16311175-amazon-com-asus-rog-thor-1000w-platinum-ii-fully-modular-power-supply-1000-watt-80-platinum-lambda-a-certified-rog-heatsinks-135mm-pwm-fan-0db-mode-oled-panel-219-99
Up to 51% Off Annual Subscription to DataCamp - 350+ Courses $149,Data Camp,$149,https://slickdeals.net/f/16313440-up-to-51-off-annual-subscription-to-datacamp-350-courses-149
Apple Macbook Pro 13 In. With M2 Chip 8-core Cpu 10-core GPU 8gb RAM 256gb SSD | Military/Vets | The Exchange - $1099,AAFES / Shop My Exchange,"$1,099",https://slickdeals.net/f/16314457-apple-macbook-pro-13-in-with-m2-chip-8-core-cpu-10-core-gpu-8gb-ram-256gb-ssd-military-vets-the-exchange-1099
"2021 HP 14-DQ2053CL 14"" IPS Full HD Laptop intel Core i3-1125G4 8GB 256GB Win 11 REFURB $259.99",eBay,$259.99,https://slickdeals.net/f/16314442-2021-hp-14-dq2053cl-14-ips-full-hd-laptop-intel-core-i3-1125g4-8gb-256gb-win-11-refurb-259-99
"ASUS VivoBook: 14.5"" OLED 2.8K 120Hz, i7-12700H, 12GB RAM, 512GB SSD",Newegg,$600,https://slickdeals.net/f/16311016-asus-vivobook-s-14x-laptop-14-5-oled-2-8k-120hz-i7-12700h-12gb-ram-512gb-ssd-600-w-affirm-700
"AOPEN 24CH3Y Abi 23.8"" Full HD (1920 x 1080) VA Monitor | 60Hz Refresh Rate | 4ms Response Time | 1 x HDMI 1.4 & 1 x VGA Port $69.99",Amazon,$69.99,https://slickdeals.net/f/16313521-aopen-24ch3y-abi-23-8-full-hd-1920-x-1080-va-monitor-60hz-refresh-rate-4ms-response-time-1-x-hdmi-1-4-1-x-vga-port-69-99
"HP - ENVY 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 512GB SSD - Natural Silver $649.99",Best Buy,$649.99,https://slickdeals.net/f/16313497-hp-envy-2-in-1-13-3-touch-screen-laptop-intel-core-i7-8gb-memory-512gb-ssd-natural-silver-649-99
CORSAIR Dominator Platinum RGB 32GB (2 x 16GB)  DDR5 5600 Desktop RAM $185 + Free Shipping,Newegg,$185,https://slickdeals.net/f/16313398-corsair-dominator-platinum-rgb-32gb-2-x-16gb-ddr5-5600-desktop-ram-185-free-shipping
"ThinkPad X1 Carbon Gen 9 Intel (14"") - Black 4.5 (3519) Part Number:   20XW00QGUS $1199",Lenovo,"$1,199",https://slickdeals.net/f/16313986-thinkpad-x1-carbon-gen-9-intel-14-black-4-5-3519-part-number-20xw00qgus-1199
"HP Pavilion 15.6"", i5, 12GB memory, 256GB SSD $449.99- Staples",Staples,$449.99,https://slickdeals.net/f/16313902-hp-pavilion-15-6-i5-12gb-memory-256gb-ssd-449-99-staples
"Lenovo Legion 5i: 15.6"" FHD IPS 165Hz, i7-12700H, RTX 3060, 16GB DDR5, 1TB SSD $1099.99",B&H Photo Video,"$1,099.99",https://slickdeals.net/f/16311484-lenovo-legion-5i-15-6-fhd-ips-165hz-i7-12700h-rtx-3060-16gb-ddr5-1tb-ssd-1099-99
"MSI Prestige 14 Evo: 14"" FHD IPS, i7-1280P, 32GB LPDDR4, 1TB SSD",Newegg,$699,https://slickdeals.net/f/16311238-msi-prestige-14-evo-14-fhd-ips-i7-1280p-32gb-lpddr4-1tb-ssd
"Samsung EDU/EPP: 32"" Samsung M70B 4K UHD VA 4ms Smart Monitor & Streaming TV",Samsung,$252,https://slickdeals.net/f/16310983-32-m70b-4k-uhd-smart-monitor-with-streaming-tv-in-black-with-epp-edu-discount-program-251-99
Logitech G PRO X Gaming Headset (League of Legends Edition) $60 + Free Shipping,Amazon,$60,https://slickdeals.net/f/16312945-logitech-g-pro-x-gaming-headset-league-of-legends-edition-60-free-shipping
"Lenovo Slim Pro X: 14.5"" 3K IPS 120Hz Touch, i7-12700H, RTX 3050, 16GB DDR5, 512GB SSD $1099",B&H Photo Video,"$1,099",https://slickdeals.net/f/16311949-lenovo-slim-pro-x-14-5-3k-ips-120hz-touch-i7-12700h-rtx-3050-16gb-ddr5-512gb-ssd-1099
HP DeskJet 4175e All-in-One Wireless Color Inkjet Printer w/ 12-Mo. Instant Ink,Walmart,$69,https://slickdeals.net/f/16310572-hp-deskjet-4175e-all-in-one-wireless-color-inkjet-printer-with-12-months-instant-ink-69-free-ship
CORSAIR iCUE SP120 RGB ELITE Performance 120mm White PWM Single Fan,Newegg,$15,https://slickdeals.net/f/16310566-corsair-icue-sp120-rgb-elite-performance-120mm-white-pwm-single-fan-15-free-shipping
Fantech Helios Go XD5 Wireless RGB Gaming Mouse (black or white) $42 + Free Shipping,Amazon,$42,https://slickdeals.net/f/16312102-fantech-helios-go-xd5-wireless-rgb-gaming-mouse-black-or-white-42-free-shipping
"Amazon Fire HD 8 Kids tablet, 8"" HD display, ages 3-7, 32 GB (2020) $69.99 + Free Ship",Amazon,$69.99,https://slickdeals.net/f/16311958-amazon-fire-hd-8-kids-tablet-8-hd-display-ages-3-7-32-gb-2020-69-99-free-ship
Dell - Inspiron Desktop - Intel Core i3-12100 - 8GB Memory - 256GB SSD - Mist Blue $399.99,Best Buy,$399.99,https://slickdeals.net/f/16313206-dell-inspiron-desktop-intel-core-i3-12100-8gb-memory-256gb-ssd-mist-blue-399-99
Western Digital Portable Hard Drives (Certified Refurb): 1TB My Passport,eBay,$25,https://slickdeals.net/f/16309318-westerndigital-portable-hard-drives-certified-refurb-1tb-my-passport-25-2tb-my-passport-thin-30-more-free-shipping
"2TB Team Group EX2 2.5"" SSD $92",Newegg,$92,https://slickdeals.net/f/16311115-2tb-team-group-ex2-2-5-ssd-92
"$89 Team Group CX2 2.5"" 2TB",Newegg,$88.99,https://slickdeals.net/f/16311082-89-team-group-cx2-2-5-2tb
"GIGABYTE AERO 5 XE4: 16"" 4K AMOLED, i7-12700H, RTX 3070 Ti (130W), 16GB DDR4, 2TB SSD, Win 11 Pro $1149.99",eBay,"$1,149.99",https://slickdeals.net/f/16312003-gigabyte-aero-5-xe4-16-4k-amoled-i7-12700h-rtx-3070-ti-130w-16gb-ddr4-2tb-ssd-win-11-pro-1149-99
"MSI Laptop Intel Core i7 12th Gen 1280P (1.80GHz) 32GB Memory 1 TB NVMe SSD Intel Iris Xe Graphics 14.0"" Windows 11 Home 64-bit Prestige 14Evo A12M-054 $799",Newegg,$799,https://slickdeals.net/f/16312753-msi-laptop-intel-core-i7-12th-gen-1280p-1-80ghz-32gb-memory-1-tb-nvme-ssd-intel-iris-xe-graphics-14-0-windows-11-home-64-bit-prestige-14evo-a12m-054-799
JLab 50% off orders over $99 at jlab.com,JLab Audio,,https://slickdeals.net/f/16312354-jlab-50-off-orders-over-99-at-jlab-com
"31.5"" x 11.8"" Kratos RGB Gaming Mouse Pad w/ 15W Wireless Charging",Focus Camera,$15,https://slickdeals.net/f/16309492-31-5-x-11-8-kratos-rgb-gaming-mouse-pad-with-15w-wireless-charging-15-free-s-h
HR Block 2022 Deluxe + State (PC Digital) + $20 eGift Card (select merchants),Newegg,$35,https://slickdeals.net/f/16308121-hr-block-2022-deluxe-state-pc-digital-20-egift-card-select-merchants-35-digital-delivery
Apple Smart Keyboard for iPad $111,Amazon,$111,https://slickdeals.net/f/16311694-apple-smart-keyboard-for-ipad-111
Apple Pencil (2nd Generation) $90 + Free Shipping at Walmart,Walmart,$89.99,https://slickdeals.net/f/16310314-apple-pencil-2nd-generation-90-free-shipping-at-walmart
"Acer Aspire 5 Laptop 15.6"" Ryzen 5 5625U 8GB Memory 512 GB NVMe SSD ($382.49 w/Affirm checkout) $450",Newegg,$450,https://slickdeals.net/f/16311034-acer-aspire-5-laptop-15-6-ryzen-5-5625u-8gb-memory-512-gb-nvme-ssd-382-49-w-affirm-checkout-450
4TB Crucial P3 PCIe Gen 3.0 NVMe Solid State Drive SSD:,Amazon,$250,https://slickdeals.net/f/16308982-4tb-crucial-p3-pcie-gen-3-0-nvme-solid-state-drive-ssd-250-free-shipping
"X Rocker® Floor Rocker Gaming Chair for Kid– Peach/Yoshi/Luigi/Bowser/Toad/etc, Nintendo $59.99",Walmart,$59.99,https://slickdeals.net/f/16311541-x-rocker-floor-rocker-gaming-chair-for-kid-peach-yoshi-luigi-bowser-toad-etc-nintendo-59-99
"MAINGEAR Vector Pro 2 15.6"" Gaming Laptop Computer - Black i9-12900H 1.8GHz Processor; NVIDIA GeForce RTX 3070Ti 8GB GDDR6; 32GB DDR5-4800 RAM; 1TB Solid State Drive $1399.99",Micro Center,"$1,399.99",https://slickdeals.net/f/16309987-maingear-vector-pro-2-15-6-gaming-laptop-computer-black-i9-12900h-1-8ghz-processor-nvidia-geforce-rtx-3070ti-8gb-gddr6-32gb-ddr5-4800-ram-1tb-solid-state-drive-1399-99
"Lenovo ThinkPad P1 Gen 5: 16"" QHD+ 165Hz, i7-12800H, RTX 3070 Ti, 32GB DDR5, 1TB SSD, Win 11 Pro $1979",Newegg,"$1,979",https://slickdeals.net/f/16311307-lenovo-thinkpad-p1-gen-5-16-qhd-165hz-i7-12800h-rtx-3070-ti-32gb-ddr5-1tb-ssd-win-11-pro-1979
JBL Tune 230NC TWS True Wireless In-Ear Noise Cancelling Headphones $49,Amazon,$49,https://slickdeals.net/f/16310638-jbl-tune-230nc-tws-true-wireless-in-ear-noise-cancelling-headphones-49
"Furinno Turn-N-Tube Monitor Riser Stand, Espresso/Black $12.74",Amazon,$12.74,https://slickdeals.net/f/16310998-furinno-turn-n-tube-monitor-riser-stand-espresso-black-12-74
H&R Block 2022 Deluxe (Windows or Mac) $17.49 & More (Digital Delivery),Newegg,$17.49,https://slickdeals.net/f/16309039-h-r-block-2022-deluxe-windows-or-mac-17-49-more-digital-delivery
$245 Crucial P3 4TB PCIe 3.0 3D NAND NVMe M.2 SSD,Newegg,$244.99,https://slickdeals.net/f/16311139-245-crucial-p3-4tb-pcie-3-0-3d-nand-nvme-m-2-ssd
"Samsung TS Laptop: i7-1255U, 13.3"", 16GB DDR4, 512GB SSD (Open-Box Excellent)",Best Buy,$592,https://slickdeals.net/f/16308208-open-box-excellent-samsung-galaxy-book2-360-13-3-fhd-amoled-touch-i7-1255u-evo-platform-16gb-lpddr4-512gb-ssd-591-99
"Maingear Laptop: Ryzen 9 6900HX, 15.6"" QHD 240Hz, RTX 3070 Ti, 32GB RAM, 1TB SSD",Micro Center,"$1,200",https://slickdeals.net/f/16308157-maingear-laptop-ryzen-9-6900hx-15-6-qhd-240hz-rtx-3070-ti-32gb-ram-1tb-ssd-1-200-in-store-only
34” LG 34WP580-B 2560x1080 75Hz 5ms HDR10 FreeSync IPS Monitor w/ Ergo Stand,BuyDig,$249,https://slickdeals.net/f/16308727-34-lg-34wp580-b-2560x1080-75hz-5ms-hdr10-freesync-ips-monitor-w-ergo-stand-249-free-shipping
Sabrent PS5 Heatsink Cover for M.2 NVMe SSDs,Best Buy,$13,https://slickdeals.net/f/16308613-sabrent-ps5-heatsink-cover-for-m-2-nvme-ssds-13-free-store-pickup
"(Open-Box Excellent) Lenovo IdeaPad Duet Chromebook: 10.1” 1200p IPS Touch, MediaTek P60T, 4GB LPDDR4, 128GB eMCP4x, w/ Keyboard $127.99",Best Buy,$127.99,https://slickdeals.net/f/16308166-open-box-excellent-lenovo-ideapad-duet-chromebook-10-1-1200p-ips-touch-mediatek-p60t-4gb-lpddr4-128gb-emcp4x-w-keyboard-127-99
Kaspersky total internet security $20,Amazon,$19.99,https://slickdeals.net/f/16310062-kaspersky-total-internet-security-20
H&R Block 2022 Deluxe Tax Software w efile (Windows/Mac) $14.95 or Basic  $9.95 or Premium $39.95,,$14.95,https://slickdeals.net/f/16307776-h-r-block-2022-deluxe-tax-software-w-efile-windows-mac-14-95-or-basic-9-95-or-premium-39-95
"Lenovo Ideapad 1i, 14.0"" Laptop, Intel Pentium N5030, 4GB RAM, 128GB eMMC Storage, Cloud Grey, Windows 11 in S Mode, 82V6001DUS -$129.99",Walmart,$129.99,https://slickdeals.net/f/16310470-lenovo-ideapad-1i-14-0-laptop-intel-pentium-n5030-4gb-ram-128gb-emmc-storage-cloud-grey-windows-11-in-s-mode-82v6001dus-129-99
64GB (2 x 32GB) CORSAIR Vengeance 288-Pin DDR5 5600 (PC5 44800) Desktop Memory $300 + Free Shipping,Newegg,$300,https://slickdeals.net/f/16309840-64gb-2-x-32gb-corsair-vengeance-288-pin-ddr5-5600-pc5-44800-desktop-memory-300-free-shipping
MSI Vigor GK20 Backlit RGB Dedicated Hotkeys Anti Ghosting Water Resistant Gaming Keyboard $20 + Free Shipping,Newegg,$20,https://slickdeals.net/f/16309429-msi-vigor-gk20-backlit-rgb-dedicated-hotkeys-anti-ghosting-water-resistant-gaming-keyboard-20-free-shipping
Sofia + Sam Laptop Desk / Lapdesk - Costco B&M - $12.97 + tax,Costco Wholesale,$12.97,https://slickdeals.net/f/16307443-sofia-sam-laptop-desk-lapdesk-costco-b-amp-m-12-97-tax
"15.6"" Lenovo Ideapad Gaming 3 120hz FHD LCD Ryzen 5 5600H 8GB 256GB SSD Nvidia RTX 3050 Ti $600 + Free Shipping",,$600,https://slickdeals.net/f/16309642-15-6-lenovo-ideapad-gaming-3-120hz-fhd-lcd-ryzen-5-5600h-8gb-256gb-ssd-nvidia-rtx-3050-ti-600-free-shipping
Corsair K100 RGB Optical-Mechanical Gaming Keyboard $175 + Free Shipping,Newegg,$175,https://slickdeals.net/f/16309630-corsair-k100-rgb-optical-mechanical-gaming-keyboard-175-free-shipping
ASUS ROG Thor 850 80+ Platinum 850W Fully Modular RGB Power Supply $140 + Free Shipping,Amazon,$140,https://slickdeals.net/f/16309453-asus-rog-thor-850-80-platinum-850w-fully-modular-rgb-power-supply-140-free-shipping
Seagate 16TB IronWolf Pro 7200 RPM Drive - Single $249,B&H Photo Video,$249,https://slickdeals.net/f/16308385-seagate-16tb-ironwolf-pro-7200-rpm-drive-single-249
LG - 8x External USB Double-Layer DVD±RW/CD-RW Drive - Black $19.99,Best Buy,$19.99,https://slickdeals.net/f/16309585-lg-8x-external-usb-double-layer-dvd-rw-cd-rw-drive-black-19-99
"SAMSUNG Galaxy Tab S6 Lite 10.4"" 64GB Android Tablet w/ Long Lasting Battery, S Pen Included, Slim Metal Design, AKG Dual Speakers, US Version, Oxford Gray $229.99",Amazon,$229.99,https://slickdeals.net/f/16309504-samsung-galaxy-tab-s6-lite-10-4-64gb-android-tablet-w-long-lasting-battery-s-pen-included-slim-metal-design-akg-dual-speakers-us-version-oxford-gray-229-99
"Apple Macbook Air Laptop (Latest Model): M2 Chip, 13.6"", 8GB RAM, 256GB SSD",B&H Photo Video,$999,https://slickdeals.net/f/16305994-apple-macbook-air-laptop-latest-model-m2-chip-13-6-8gb-ram-256gb-ssd-999-more-free-s-h
Hyte Y60 Dual Chamber Panoramic Tempered Glass Mid-Tower ATX Gaming Case (White),Amazon,$160,https://slickdeals.net/f/16306678-hyte-y60-dual-chamber-panoramic-tempered-glass-mid-tower-atx-gaming-case-white-160-free-s-h
"Monoprice 10 x 6.25-inch Graphic Drawing Tablet (4000 LPI, 200 RPS, 2048 Levels) $19.99 + Free Shipping",Monoprice,$19.99,https://slickdeals.net/f/16309084-monoprice-10-x-6-25-inch-graphic-drawing-tablet-4000-lpi-200-rps-2048-levels-19-99-free-shipping
4-Piece Focusrite Scarlett Solo 3rd Gen Studio Bundle $210 + Free Shipping,Amazon,$210,https://slickdeals.net/f/16308892-4-piece-focusrite-scarlett-solo-3rd-gen-studio-bundle-210-free-shipping
QNAP TL-D800C 8 Bay Desktop JBOD Storage Enclosure with USB 3.2 Gen 2 Type-C Connectivity $499,Amazon,$499,https://slickdeals.net/f/16308103-qnap-tl-d800c-8-bay-desktop-jbod-storage-enclosure-with-usb-3-2-gen-2-type-c-connectivity-499
LORYERGO Ergonomic Laptop Stand Riser $9.89,Amazon,$9.89,https://slickdeals.net/f/16307611-loryergo-ergonomic-laptop-stand-riser-9-89
Epson EcoTank ET-2803 Wireless AIO Color Cartridge Free Inkjet Printer,Walmart,$199,https://slickdeals.net/f/16306141-epson-ecotank-et-2803-wireless-color-all-in-one-cartridge-free-supertank-printer-200-free-shipping
SteelSeries QcK Mousepad RGB Prism Cloth  XL $34.99,Amazon,$34.99,https://slickdeals.net/f/16307740-steelseries-qck-mousepad-rgb-prism-cloth-xl-34-99
2TB Crucial P3 Plus PCIe NVMe M.2 Solid State Drive SSD,Amazon,$125,https://slickdeals.net/f/16304791-2tb-crucial-p3-plus-pcie-nvme-m-2-solid-state-drive-ssd-125-free-shipping
1TB Kingston NV2 M.2 2280 PCIe 4.0 x4 NVMe Solid State Drive,Kingston,$58,https://slickdeals.net/f/16305499-1tb-kingston-nv2-m-2-2280-pcie-4-0-x4-nvme-solid-state-drive-58-free-shipping
"(man. refurb) HP ENVY 13-ba1093cl 13.3"" Full HD Touchscreen Laptop, Intel Core i5-1135G7, 16GB RAM, 512GB SSD, Win 11, 400 nits $519.99",Adorama,$519.99,https://slickdeals.net/f/16307722-man-refurb-hp-envy-13-ba1093cl-13-3-full-hd-touchscreen-laptop-intel-core-i5-1135g7-16gb-ram-512gb-ssd-win-11-400-nits-519-99
"PNY CS900 1TB 3D NAND 2.5"" SATA III Internal Solid State Drive (SSD) - (SSD7CS900-1TB-RB) $50",Amazon,$50,https://slickdeals.net/f/16306738-pny-cs900-1tb-3d-nand-2-5-sata-iii-internal-solid-state-drive-ssd-ssd7cs900-1tb-rb-50
"32"" Samsung 165Hz 1080p Freesync Gaming Monitor + 24"" Samsung 75Hz 1080p Freesync IPS Monitor $230 + Free Shipping",B&H Photo Video,$229.99,https://slickdeals.net/f/16306297-32-samsung-165hz-1080p-freesync-gaming-monitor-24-samsung-75hz-1080p-freesync-ips-monitor-230-free-shipping
"1TB Samsung 870 QVO 2.5"" SSD $70",Newegg,$70,https://slickdeals.net/f/16307797-1tb-samsung-870-qvo-2-5-ssd-70
"(Lenovo Outlet) Lenovo ThinkPad P14s Gen 2: 14"" FHD IPS, i7-1165G7, Quadro T500, 8GB DDR4, 256GB SSD, Win 11 Pro $786.83",Lenovo,$786.83,https://slickdeals.net/f/16307371-lenovo-outlet-lenovo-thinkpad-p14s-gen-2-14-fhd-ips-i7-1165g7-quadro-t500-8gb-ddr4-256gb-ssd-win-11-pro-786-83
"8TB Toshiba N300 NAS Systems 7200 RPM 3.5"" Internal Hard Drive $135.63 + Free Shipping",Amazon,$135.63,https://slickdeals.net/f/16306696-8tb-toshiba-n300-nas-systems-7200-rpm-3-5-internal-hard-drive-135-63-free-shipping
"Amazon.com: Amazon Basics 13.3-Inch Laptop Sleeve, Protective Case with Zipper - Navy Blue : Electronics $4.72",Amazon,$4.72,https://slickdeals.net/f/16306543-amazon-com-amazon-basics-13-3-inch-laptop-sleeve-protective-case-with-zipper-navy-blue-electronics-4-72
"AmazonCommercial High Strength Anaerobic Threadlocker, 6 mL (0.20 FL OZ.), Red $2.52",Amazon,$2.52,https://slickdeals.net/f/16307173-amazoncommercial-high-strength-anaerobic-threadlocker-6-ml-0-20-fl-oz-red-2-52
CORSAIR HS80 RGB WIRELESS Premium Gaming Headset w/ Spatial Audio $95+ Free Shipping,Newegg,$95,https://slickdeals.net/f/16307131-corsair-hs80-rgb-wireless-premium-gaming-headset-w-spatial-audio-95-free-shipping
"(Lenovo Outlet) Lenovo ThinkPad P15s Gen 2: 15.6"" FHD IPS, i5-1135G7, Quadro T500, 16GB DDR4, 512GB SSD, Win 11 Pro $777.19",Lenovo,$777.19,https://slickdeals.net/f/16307062-lenovo-outlet-lenovo-thinkpad-p15s-gen-2-15-6-fhd-ips-i5-1135g7-quadro-t500-16gb-ddr4-512gb-ssd-win-11-pro-777-19
Amazon.com: Canon PG-245XL High-Yield Black Ink Cartridge $20.79,Amazon,$20.79,https://slickdeals.net/f/16306837-amazon-com-canon-pg-245xl-high-yield-black-ink-cartridge-20-79
PureVPN: Get 5 years of digital security at 89% off ($1.24 /month),purevpn,,https://slickdeals.net/f/16305580-purevpn-get-5-years-of-digital-security-at-89-off-1-24-month
"27"" Dell S2721QS 4K UHD 5ms 60Hz IPS Monitor - $249.99 + F/S - Amazon",Amazon,$249.99,https://slickdeals.net/f/16304599-27-dell-s2721qs-4k-uhd-5ms-60hz-ips-monitor-249-99-f-s-amazon
"Kodak Mini 2 Retro Portable Instant Photo Printer (8 Sheets, Black) $70.20 & More + Free Shipping",Amazon,$70.20,https://slickdeals.net/f/16305181-kodak-mini-2-retro-portable-instant-photo-printer-8-sheets-black-70-20-more-free-shipping
"Asus VivoBook Pro 14 Laptop: 14"" 1800p OLED, i5-11300H, 8GB RAM, 256GB SSD",Walmart,$449,https://slickdeals.net/f/16304107-asus-vivobook-pro-14-laptop-14-1800p-oled-i5-11300h-8gb-ram-256gb-ssd-449-free-shipping
Western Digital ibi Smart Photo Manager - 1 TB - $29.99 w/free shipping (Can be used as a NAS now!),Western Digital,,https://slickdeals.net/f/16306051-western-digital-ibi-smart-photo-manager-1-tb-29-99-w-free-shipping-can-be-used-as-a-nas-now
"Gateway 15.6"" Notebook: AMD Ryzen 5 3450U, 1080p, 8GB RAM, 256GB SSD (Blue)",Walmart,$229,https://slickdeals.net/f/16303501-gateway-laptop-ryzen-5-3450u-15-6-fhd-ips-8gb-ram-256gb-ssd-vega-8-win-10-blue-229-free-shipping-walmart
Logitech G305 Lightspeed Wireless Mouse (Blue or Mint),Amazon,$30,https://slickdeals.net/f/16303174-logitech-g305-lightspeed-wireless-gaming-mouse-29-99-f-s-amazon
Logitech G915 LIGHTSPEED Wireless RGB Mechanical Gaming Keyboard,Logitech,$153,https://slickdeals.net/f/16302661-logitech-g915-full-wireless-rgb-mechanical-keyboard-152-99-f-s-ac
Prime Members: 2TB SK hynix Platinum P41 PCIe NVMe Gen4 M.2 2280 Internal SSD,Amazon,$182,https://slickdeals.net/f/16302691-2tb-sk-hynix-platinum-p41-nvme-gen4-m-2-solid-state-state-drive-ssd-181-99-amazon
"Razer Gaming Bundle: Kraken Wired Headset, Deathadder Wired Mouse, V2 Mat",Walmart,$35,https://slickdeals.net/f/16302727-razer-next-level-gaming-bundle-kraken-x-lite-wired-headset-deathadder-essential-wired-mouse-gigantus-v2-mat-35-free-shipping
"2-Pack KTRIO Large Mouse Pad w/ Non-Slip Rubber Base (8.5""x11"")",Amazon,$5,https://slickdeals.net/f/16301935-2-pack-ktrio-large-mouse-pad-w-non-slip-rubber-base-8-5-x11-5
