product_name,product_company,product_price,product_link
TP-Link AXE16000 Quad-Band WiFi 6E Router (Archer AXE300) - $499.99,Amazon,$499.99,https://slickdeals.net/f/16253173-tp-link-axe16000-quad-band-wifi-6e-router-archer-axe300-499-99
"Dell Inspiron 15 3520 i5 (12 gen ) 16gb ram , 256 gb 500$",Office Depot and OfficeMax,,https://slickdeals.net/f/16255264-dell-inspiron-15-3520-i5-12-gen-16gb-ram-256-gb-500
SteelSeries Esports Mini FPS Gaming Mouse Ultra Light 61g –  $24.99 + Free Shipping w/ Prime or on $25+,Amazon,$24.99,https://slickdeals.net/f/16255117-steelseries-esports-mini-fps-gaming-mouse-ultra-light-61g-24-99-free-shipping-w-prime-or-on-25
Logitech Wireless POP Bundle Mechanical Keyboard + Silent Mouse + Studio Desk Mat $119 (@ bhphoto after $40 off) - $119,B&H Photo Video,$119,https://slickdeals.net/f/16252366-logitech-wireless-pop-bundle-mechanical-keyboard-silent-mouse-studio-desk-mat-119-bhphoto-after-40-off-119
"27” Samsung S80UA UHD HDR IPS Monitor with USB-C, EDU/EPP discount $251 and FS",Samsung,$251,https://slickdeals.net/f/16254046-27-samsung-s80ua-uhd-hdr-ips-monitor-with-usb-c-edu-epp-discount-251-and-fs
BLUETTI PV200 Foldable Solar Panel 200W $424.15 or PV350 350W Foldable Solar Panel $721.65 + Free Shipping,Amazon,$424.15,https://slickdeals.net/f/16253245-bluetti-pv200-foldable-solar-panel-200w-424-15-or-pv350-350w-foldable-solar-panel-721-65-free-shipping
PNY - 64GB(2 Nos)  Elite-X Class 10 U3 V30 microSDXC Flash Memory Card 2-Pack $14.99,Best Buy,$14.99,https://slickdeals.net/f/16253137-pny-64gb-2-nos-elite-x-class-10-u3-v30-microsdxc-flash-memory-card-2-pack-14-99
"Acer Aspire 5: 15.6"" FHD IPS, Ryzen 3 5300U, 4GB DDR4, 128GB SSD $309.99",Woot!,$309.99,https://slickdeals.net/f/16289950-acer-aspire-5-15-6-fhd-ips-ryzen-3-5300u-4gb-ddr4-128gb-ssd-309-99
Logitech MX Master 3 for Business Mouse (Graphite) $70 + Free Shipping,Dell Technologies,$70,https://slickdeals.net/f/16287934-logitech-mx-master-3-for-business-mouse-graphite-70-free-shipping
Canon imageCLASS MF3010 Laser Printer $99,Walmart,$99,https://slickdeals.net/f/16289521-canon-imageclass-mf3010-laser-printer-99
AMD Ryzen 7 3800X Matisse 3.9GHz 8-Core AM4 Boxed Processor - Wraith Prism Cooler Included - Micro Center $159.99,Micro Center,$159.99,https://slickdeals.net/f/16288327-amd-ryzen-7-3800x-matisse-3-9ghz-8-core-am4-boxed-processor-wraith-prism-cooler-included-micro-center-159-99
Apple Smart Keyboard Folio For Ipad Air And Ipad Pro 11-inch $125.99,Target,$125.99,https://slickdeals.net/f/16288054-apple-smart-keyboard-folio-for-ipad-air-and-ipad-pro-11-inch-125-99
"8TB Seagate IronWolf 3.5"" SATA NAS Internal Hard Drive $140 + Free Shipping",Newegg,$140,https://slickdeals.net/f/16288375-8tb-seagate-ironwolf-3-5-sata-nas-internal-hard-drive-140-free-shipping
55” Odyssey Ark 4K UHD 165Hz 1ms Quantum Mini LED Curved Gaming Screen $2400 + Free Shipping,Samsung,"$2,400",https://slickdeals.net/f/16288333-55-odyssey-ark-4k-uhd-165hz-1ms-quantum-mini-led-curved-gaming-screen-2400-free-shipping
"Kingston A400 TLC 3D NAND 2.5"" SATA III SSD: 480GB $28, 240GB",Amazon,$18,https://slickdeals.net/f/16286344-kingston-a400-tlc-3d-nand-2-5-sata-iii-ssd-480gb-28-240gb-18
AMD Ryzen 5 7600X 4.7GHz 6-Core / 12-Thread AM5 Desktop Processor,B&H Photo Video,$240,https://slickdeals.net/f/16286572-amd-ryzen-5-7600x-4-7ghz-6-core-12-thread-am5-desktop-processor-239
AMERIERGO Triple Monitor Stand Dual Monitor Stand w/ Adjustable Angle $18 + Free Shipping w/ Prime or on orders $25+,Amazon,$18,https://slickdeals.net/f/16288717-ameriergo-triple-monitor-stand-dual-monitor-stand-w-adjustable-angle-18-free-shipping-w-prime-or-on-orders-25
"(Microcenter In-store) MAINGEAR Vector Pro 2: 17.3"" QHD 240Hz, Ryzen 9 6900HX, RTX 3070 Ti, 32GB DDR5, 1TB SSD, Win 11 Pro $1599.99",Micro Center,"$1,599.99",https://slickdeals.net/f/16287598-microcenter-in-store-maingear-vector-pro-2-17-3-qhd-240hz-ryzen-9-6900hx-rtx-3070-ti-32gb-ddr5-1tb-ssd-win-11-pro-1599-99
"10"" Polk PSW108 100W Powered Subwoofer (Black) - $149 + Free Shipping $149.99",Amazon,$149.99,https://slickdeals.net/f/16288669-10-polk-psw108-100w-powered-subwoofer-black-149-free-shipping-149-99
Intel Core i9-13900KF $574 + Free Shipping,Newegg,$574,https://slickdeals.net/f/16289143-intel-core-i9-13900kf-574-free-shipping
TM Wired Full-Size Keyboard USB-A Renewed $3.94,Amazon,$3.94,https://slickdeals.net/f/16288492-tm-wired-full-size-keyboard-usb-a-renewed-3-94
"DeepCool CK560, Front I/O USB Type-C, 3 RGB fans. $84.99",Newegg,$84.99,https://slickdeals.net/f/16288837-deepcool-ck560-front-i-o-usb-type-c-3-rgb-fans-84-99
Acer Book Porsche Design RS 2.4 GHz 8GB RAM 500GB SSD $600 + Free Shipping,Acer,$600,https://slickdeals.net/f/16287856-acer-book-porsche-design-rs-2-4-ghz-8gb-ram-500gb-ssd-600-free-shipping
"Apple Magic Keyboard for 11"" iPad Pro & iPad Air",Amazon,$210,https://slickdeals.net/f/16285168-apple-magic-keyboard-for-ipad-pro-11-inch-and-ipad-air-209-99
Mount-It! Premium Single Monitor Arm Desk Mount | Gas Spring Arm Fits up to 35 Inches and 33 Pounds | 2 x USB 3.0 and Audio Port $76.92,Woot!,$76.92,https://slickdeals.net/f/16288156-mount-it-premium-single-monitor-arm-desk-mount-gas-spring-arm-fits-up-to-35-inches-and-33-pounds-2-x-usb-3-0-and-audio-port-76-92
Seagate 18TB Exos Enterprise $270 - FS,Newegg,$270,https://slickdeals.net/f/16288141-seagate-18tb-exos-enterprise-270-fs
"LG 27MP400-B 27” Full HD (1920 x 1080) IPS Display with 3-Side Virtually Borderless Design, AMD FreeSync and OnScreen Control – Black $119.99",Amazon,$119.99,https://slickdeals.net/f/16288039-lg-27mp400-b-27-full-hd-1920-x-1080-ips-display-with-3-side-virtually-borderless-design-amd-freesync-and-onscreen-control-black-119-99
"Bitdefender Total Security (Download, 5 Devices, 1 Year) $19.99",B&H Photo Video,$19.99,https://slickdeals.net/f/16286806-bitdefender-total-security-download-5-devices-1-year-19-99
Team Group MP44L M.2 2280 2TB PCIe 4.0 x4 with NVMe 1.4 TM8FPK002T0C101 $143.49,Newegg,$143.49,https://slickdeals.net/f/16286794-team-group-mp44l-m-2-2280-2tb-pcie-4-0-x4-with-nvme-1-4-tm8fpk002t0c101-143-49
"64GB Apple iPad 10.2"" Tablet in Silver or Space Grey (9th Gen; Late 2021 Model)",Micro Center,$260,https://slickdeals.net/f/16285327-64gb-apple-ipad-10-2-tablet-in-silver-or-space-grey-9th-gen-late-2021-model-260-free-curbside-pickup-only
"GIGABYTE G5 MD (Open-Box Excellent YMMV): 15.6"" FHD IPS 144Hz, i5-11400H, RTX 3050 Ti, 8GB DDR4, 512GB SSD $527.99",Best Buy,$527.99,https://slickdeals.net/f/16286317-gigabyte-g5-md-open-box-excellent-ymmv-15-6-fhd-ips-144hz-i5-11400h-rtx-3050-ti-8gb-ddr4-512gb-ssd-527-99
Zoom AMS-22 2x2 Audio Interface + AT AT2005USB Mic + ATH-M20X Headphones Boom Arm $80 & More + Free S/H,Focus Camera,$170,https://slickdeals.net/f/16285600-zoom-ams-22-2x2-audio-interface-at-at2005usb-mic-ath-m20x-headphones-boom-arm-80-more-free-s-h
2TB Kingston NV2 M.2 2280 PCIe 4.0 x4 NVMe Solid State Drive,Kingston,$110,https://slickdeals.net/f/16283434-2tb-kingston-nv2-m-2-2280-pcie-4-0-x4-nvme-solid-state-drive-110-free-shipping
"Lenovo IdeaPad 3 14"" FHD Laptop Intel Core i5-1135G7, 8GB RAM, 512GB SSD $370 + Free Shipping",eBay,$370,https://slickdeals.net/f/16285147-lenovo-ideapad-3-14-fhd-laptop-intel-core-i5-1135g7-8gb-ram-512gb-ssd-370-free-shipping
"FEZIBO Dual Motor Height Adjustable Electric Standing Desk with Keyboard Tray, 48 x 24 Inch Sit Stand Table with Splice Board, Black Frame/Rustic Brown and Black Top $187.99",Amazon,$187.99,https://slickdeals.net/f/16285348-fezibo-dual-motor-height-adjustable-electric-standing-desk-with-keyboard-tray-48-x-24-inch-sit-stand-table-with-splice-board-black-frame-rustic-brown-and-black-top-187-99
B&H Photo Video / Sony EDU: Sony Alpha a7R IV A Full-Frame Mirrorless Camera Body,B&H Photo Video,$2473,https://slickdeals.net/f/16284640-b-h-photo-video-sony-edu-sony-alpha-a7r-iv-a-full-frame-mirrorless-camera-body-2473-30-free-shipping-more
"Apple Smart Keyboard (iPad 7th, 8th, 9th generation, iPad Air 3rd generation, 10.5-inch iPad Pro) $80 + Free Shipping",Newegg,$80,https://slickdeals.net/f/16285381-apple-smart-keyboard-ipad-7th-8th-9th-generation-ipad-air-3rd-generation-10-5-inch-ipad-pro-80-free-shipping
"Dell Gaming Monitor 32 Inch, 165Hz, Quad-HD Widescreen LED LCD, IPS Display, USB C, (QHD) 2560 x 1440p, HDMI 2.0, DisplayPort 1.4, 1.07 Billion Colors, 1ms (Gray-to-Gray) - $369.99",Amazon,$369.99,https://slickdeals.net/f/16286293-dell-gaming-monitor-32-inch-165hz-quad-hd-widescreen-led-lcd-ips-display-usb-c-qhd-2560-x-1440p-hdmi-2-0-displayport-1-4-1-07-billion-colors-1ms-gray-to-gray-369-99
Arris Home Networking Products: ARRIS Surfboard G34 DOCSIS 3.1 Gigabit Modem Router AX3000 (1 Gbps Max) $199 & more + Free Shipping,Amazon,$199,https://slickdeals.net/f/16284676-arris-home-networking-products-arris-surfboard-g34-docsis-3-1-gigabit-modem-router-ax3000-1-gbps-max-199-more-free-shipping
Leisure Suit Larry 7-Game Retro Bundle (PC Digital) $1 @ Fanatical,Fanatical,$1,https://slickdeals.net/f/16284955-leisure-suit-larry-7-game-retro-bundle-pc-digital-1-fanatical
"Anker USB C Charger 30W, 711 Charger, Compact Fast Charger (Not Foldable) - $19.49",Amazon,$19.49,https://slickdeals.net/f/16284247-anker-usb-c-charger-30w-711-charger-compact-fast-charger-not-foldable-19-49
Logitech MX Keys Mini Mac Minimalist Wireless Illuminated Keyboard $80 + Free Shipping,Amazon,$79.99,https://slickdeals.net/f/16283989-logitech-mx-keys-mini-mac-minimalist-wireless-illuminated-keyboard-80-free-shipping
"Gateway 17: 17.3"" FHS IPS 120Hz, i7-11800H, RTX 3050Ti, 16GB DDR4, 1TB SSD $799",Walmart,$799,https://slickdeals.net/f/16286212-gateway-17-17-3-fhs-ips-120hz-i7-11800h-rtx-3050ti-16gb-ddr4-1tb-ssd-799
Logitech M510 Wireless Mouse - $19.99,Amazon,$19.99,https://slickdeals.net/f/16286095-logitech-m510-wireless-mouse-19-99
Used: Razer Viper Ultimate & RGB Charging Dock $54.19,Amazon,$54.19,https://slickdeals.net/f/16284631-used-razer-viper-ultimate-rgb-charging-dock-54-19
"BenQ Mobiuz EX2510S 25 Inch 1080P IPS FHD 165Hz Gaming Computer Monitor with 1ms, Gaming Color Optimizer, FreeSync Premium, HDRi Optimization, Dual 2.5W Speake $155.99",Amazon,$155.99,https://slickdeals.net/f/16285162-benq-mobiuz-ex2510s-25-inch-1080p-ips-fhd-165hz-gaming-computer-monitor-with-1ms-gaming-color-optimizer-freesync-premium-hdri-optimization-dual-2-5w-speake-155-99
2-Pack TCL Linkhub AC1200 Dual-Band Gigabit Mesh Wi-Fi Router,B&H Photo Video,$25,https://slickdeals.net/f/16282141-2-pack-tcl-linkhub-ac1200-dual-band-gigabit-mesh-wi-fi-router-25-free-s-h
Apple ipad 10th generation (late 2022)  64GB $389.99 Micro Center (in store only),Micro Center,$389.99,https://slickdeals.net/f/16284421-apple-ipad-10th-generation-late-2022-64gb-389-99-micro-center-in-store-only
"Sabrent Rocket PCIe 4.0 NVMe SSD: 1TB $79.99, 500GB $49.99 + Free Shipping",B&H Photo Video,$79.99,https://slickdeals.net/f/16284370-sabrent-rocket-pcie-4-0-nvme-ssd-1tb-79-99-500gb-49-99-free-shipping
AmpliFi Alien Tri-Band WiFi 6 Router w/ Touchscreen Display,eBay,$280,https://slickdeals.net/f/16282912-amplifi-alien-wifi-6-mesh-router-279-99
"Apple iPad 10.2"" 9th Generation MK2K3LL/A (Late 2021); 64GB - Micro center in store only $259.99",Micro Center,$259.99,https://slickdeals.net/f/16283836-apple-ipad-10-2-9th-generation-mk2k3ll-a-late-2021-64gb-micro-center-in-store-only-259-99
Google Nest Wifi - Home Wi-Fi System - Wi-Fi Extender - Mesh Router for Wireless Internet - 2 Pack $139,Amazon,$139,https://slickdeals.net/f/16285033-google-nest-wifi-home-wi-fi-system-wi-fi-extender-mesh-router-for-wireless-internet-2-pack-139
"Xerox N60w 8"" Color Network Hybrid Duplex Touchscreen Scanner $499 + free s/h",Adorama,$499,https://slickdeals.net/f/16284739-xerox-n60w-8-color-network-hybrid-duplex-touchscreen-scanner-499-free-s-h
Sabrent Rocket 4 PLUS NVMe PCIe 4.0 Solid State Drive SSD 500GB M.2 $59.99 + Free Shipping,Amazon,$59.99,https://slickdeals.net/f/16284508-sabrent-rocket-4-plus-nvme-pcie-4-0-solid-state-drive-ssd-500gb-m-2-59-99-free-shipping
"MSI GF65217 GF65 Thin 10UE-217 15.6"" Full HD 1920 x 1080 - Intel Core i5 10th Gen i5-10500H - 16 GB RAM - 512 GB SSD - NVIDIA GeForce RTX 3060 $789.99 free shippping",Walmart,$789.99,https://slickdeals.net/f/16284322-msi-gf65217-gf65-thin-10ue-217-15-6-full-hd-1920-x-1080-intel-core-i5-10th-gen-i5-10500h-16-gb-ram-512-gb-ssd-nvidia-geforce-rtx-3060-789-99-free-shippping
AMD Ryzen 5 3600 AM4 6 Core CPU Processor with Wraith Spire Cooler $99 after $25 Promo Code @ Newegg.,Newegg,$99,https://slickdeals.net/f/16283392-amd-ryzen-5-3600-am4-6-core-cpu-processor-with-wraith-spire-cooler-99-after-25-promo-code-newegg
"HP Pavilion 15: 15.6"" FHD IPS, Ryzen 5 4500U, 8GB DDR4, 256GB PCIe SSD $399.99",Newegg,$399.99,https://slickdeals.net/f/16283998-hp-pavilion-15-15-6-fhd-ips-ryzen-5-4500u-8gb-ddr4-256gb-pcie-ssd-399-99
1TB SAMSUNG 980 Pro PCle 4.0 NVMe M.2 Internal Solid State Drive,B&H Photo Video,$100,https://slickdeals.net/f/16280875-1tb-samsung-980-pro-pcle-4-0-nvme-m-2-internal-solid-state-drive-100-free-shipping
3-Pack TP-Link Deco X55 AX3000 WiFi 6 Mesh System,Amazon,$185,https://slickdeals.net/f/16281340-tp-link-deco-ax3000-wifi-6-mesh-system-deco-x55-3-gigabit-ports-per-unit-3pk-184-99-amazon
"32"" Samsung M70B 4K UHD VA 4ms 60Hz Smart Monitor & Streaming TV (White)",B&H Photo Video,$270,https://slickdeals.net/f/16282096-32-samsung-m70b-4k-uhd-va-4ms-60hz-smart-monitor-streaming-tv-white-270-free-shipping
"31.5"" HP X32 2560x1440 FreeSync 165Hz QHD IPS Gaming Monitor",eBay,$230,https://slickdeals.net/f/16281025-hp-32-inch-165hz-qhd-hdr-gaming-monitor-eyesafe-2k-resolution-1ms-ips-x32-black-229-99-best-buy-or-amazon-229-99
"32"" Samsung M80B 4K UHD Smart Monitor w/ Streaming TV & Slimfit Camera",Amazon,$400,https://slickdeals.net/f/16280773-32-samsung-m80b-4k-uhd-smart-monitor-with-streaming-tv-and-slimfit-camera-daylight-blue-400-free-shipping
"Acer 14"" Chromebook 314 - CB314-1H-C9GC - Intel Celeron N4020, 4GB RAM, 64GB Storage - $129.99 + Free Shipping",Acer,,https://slickdeals.net/f/16282381-acer-14-chromebook-314-cb314-1h-c9gc-intel-celeron-n4020-4gb-ram-64gb-storage-129-99-free-shipping
14TB Seagate Expansion Desktop Hard Drive (+Rescue Data Recovery Svcs) $210,Newegg,$210,https://slickdeals.net/f/16283293-14tb-seagate-expansion-desktop-hard-drive-rescue-data-recovery-svcs-210
"Audio-Technica AT2005USB Microphone with ATH-M20X Headphones, Mic Stand, Shock Mount and Pop Filter $75.99 w/5% off FocusCamera email code (new subs.) & 5% Chase/PayPal cashback",Focus Camera,$75.99,https://slickdeals.net/f/16281937-audio-technica-at2005usb-microphone-with-ath-m20x-headphones-mic-stand-shock-mount-and-pop-filter-75-99-w-5-off-focuscamera-email-code-new-subs-5-chase-paypal-cashback
256GB SanDisk Ultra Fit USB 3.1 Flash Drive,Amazon,$18.80,https://slickdeals.net/f/16279825-256gb-sandisk-ultra-fit-usb-3-1-flash-drive-18-90
FlashForge Creator Max Dual Extruder 3D Printer,Amazon,$329,https://slickdeals.net/f/16280392-flashforge-creator-max-dual-extruder-3d-printer-329-free-shipping
"Samsung Odyssey Ark 55-Inch Curved Gaming Screen, 4K UHD 165Hz - $2499.99 + F/S - Amazon",Amazon,"$2,499.99",https://slickdeals.net/f/16280485-samsung-odyssey-ark-55-inch-curved-gaming-screen-4k-uhd-165hz-2499-99-f-s-amazon
Targeted Turbotax Online AMEX offers $10 off $50,,,https://slickdeals.net/f/16282369-targeted-turbotax-online-amex-offers-10-off-50
"One Year Free License w/free updates of STICKY PASSWORD (download, $40 value) Mac, Windows, Android, iOS",,,https://slickdeals.net/f/16281661-one-year-free-license-w-free-updates-of-sticky-password-download-40-value-mac-windows-android-ios
"HP 31.5"" IPS QHD AMD FreeSync Gaming Monitor Black X32 - $229.99 @ Best Buy",Best Buy,$229.99,https://slickdeals.net/f/16279876-hp-31-5-ips-qhd-amd-freesync-gaming-monitor-black-x32-229-99-best-buy
"HP 27-cb1006 All-in-One Desktop Computer, Intel Core i5-1235, 8GB Memory, 256GB SSD $570",Staples,$570,https://slickdeals.net/f/16280677-hp-27-cb1006-all-in-one-desktop-computer-intel-core-i5-1235-8gb-memory-256gb-ssd-570
"Samsung - A700 Series 32"" LED 4K UHD Monitor with HDR - Black for $269.99 with free 6-month security software at Best Buy",Best Buy,$269.99,https://slickdeals.net/f/16280032-samsung-a700-series-32-led-4k-uhd-monitor-with-hdr-black-for-269-99-with-free-6-month-security-software-at-best-buy
UGREEN: USB C to USB Adapter Thunderbolt 3 to Dual USB 3.0 Hub $7.14 & More + Free Shipping w/ Prime or $25+,Amazon,,https://slickdeals.net/f/16281874-ugreen-usb-c-to-usb-adapter-thunderbolt-3-to-dual-usb-3-0-hub-7-14-more-free-shipping-w-prime-or-25
Jabra PANACAST 20 4K USB PC Camera $164.50 + free s/h,Lenovo,$164.50,https://slickdeals.net/f/16281424-jabra-panacast-20-4k-usb-pc-camera-164-50-free-s-h
128GB KOOTION UHS-3 microSDXC Memory Card w/ Adaptor $9.59 & More + Free Shipping w/ Prime or on Orders $25+,Amazon,$9.59,https://slickdeals.net/f/16280938-128gb-kootion-uhs-3-microsdxc-memory-card-w-adaptor-9-59-more-free-shipping-w-prime-or-on-orders-25
"Brydge Pro or Pro+ Wireless Bluetooth Keyboard for 11"" iPad Pro",Verizon,$37.50 each,https://slickdeals.net/f/16278463-brydge-pro-pro-keyboards-for-ipad-pro-11-inch-at-verizon-wireless-37-49
"GameStop Extra Savings on Clearance Items and Video Games: 50% Off Items, 25% Off Video Games (In-Store Only!)",GameStop,,https://slickdeals.net/f/16279528-gamestop-extra-savings-on-clearance-items-and-video-games-50-off-items-25-off-video-games-in-store-only
256GB Samsung Pro Plus UHS-1 U3 A2 V30 microSDXC Memory w/ Adapter $24.99 via Amazon,Amazon,$24.99,https://slickdeals.net/f/16280077-256gb-samsung-pro-plus-uhs-1-u3-a2-v30-microsdxc-memory-w-adapter-24-99-via-amazon
SteelSeries - Apex 7 TKL Wired Mechanical Red Linear & Quiet Switch Gaming Keyboard with RGB Backlighting - Black $90.99,Best Buy,$90.99,https://slickdeals.net/f/16280530-steelseries-apex-7-tkl-wired-mechanical-red-linear-quiet-switch-gaming-keyboard-with-rgb-backlighting-black-90-99
Free Microsoft 365 (formerly Office 365) 2 month extension,Microsoft Store,,https://slickdeals.net/f/16279699-free-microsoft-365-formerly-office-365-2-month-extension
"64GB Apple iPad 10.9"" WiFi Tablet (2022, Various Colors)",Amazon,$399,https://slickdeals.net/f/16278142-apple-10-9-inch-ipad-latest-model-with-wi-fi-64gb-399
"64GB Apple iPad Air 10.9"" Wi-Fi Tablet (5th Gen, Latest Model)",Best Buy,$500,https://slickdeals.net/f/16277683-64gb-apple-ipad-air-10-9-wi-fi-tablet-5th-gen-latest-model-500-free-shipping
"Lenovo IdeaPad Flex 5i Chromebook: 13.3"" FHD IPS Touch, i3-1115G4, 8GB DDR4, 128GB SSD $299.99",Amazon,$299.99,https://slickdeals.net/f/16278460-lenovo-ideapad-flex-5i-chromebook-13-3-fhd-ips-touch-i3-1115g4-8gb-ddr4-128gb-ssd-299-99
Microsoft - Surface Laptop 4 - 13.5” Touch-Screen – Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Matte Black $1053.99,Best Buy,"$1,053.99",https://slickdeals.net/f/16279300-microsoft-surface-laptop-4-13-5-touch-screen-intel-core-i7-16gb-memory-512gb-solid-state-drive-matte-black-1053-99
"Select Stores: HP Laptop: Intel Core i3-1125G4, 15.6"" 1080p, 8GB DDR4, 256GB SSD",Staples,$250,https://slickdeals.net/f/16277407-select-stores-hp-laptop-intel-core-i3-1125g4-15-6-1080p-8gb-ddr4-256gb-ssd-250-in-store-only
"Acer Predator Helios 300 (Cert. Refurb): 17.3"" FHD IPS 144Hz, i7-11800H, RTX 3060 (130W), 16GB DDR5, 1TB SSD $858.49",eBay,$858.49,https://slickdeals.net/f/16277575-acer-predator-helios-300-cert-refurb-17-3-fhd-ips-144hz-i7-11800h-rtx-3060-130w-16gb-ddr5-1tb-ssd-858-49
"Lenovo Legion 5: 15.6"" FHD IPS 120Hz, Ryzen 5 5600H, RTX 3060, 8GB DDR4, 512GB SSD $899.99",Amazon,$899.99,https://slickdeals.net/f/16277989-lenovo-legion-5-15-6-fhd-ips-120hz-ryzen-5-5600h-rtx-3060-8gb-ddr4-512gb-ssd-899-99
"Lenovo IdeaPad Flex 5 2-in-1 Laptop: Intel Core i5-1235U, 14"" 1920x1200 IPS, 8GB DDR4, 512GB SSD, Thunderbolt 4, Win 11 $449.99 @ Staples",Staples,$449.99,https://slickdeals.net/f/16277485-lenovo-ideapad-flex-5-2-in-1-laptop-intel-core-i5-1235u-14-1920x1200-ips-8gb-ddr4-512gb-ssd-thunderbolt-4-win-11-449-99-staples
SAMSUNG BAR Plus 256GB - 400MB/s USB 3.1 Flash Drive Champagne Silver (MUF-256BE3/AM) - $24.99 $24.96,Amazon,$24.96,https://slickdeals.net/f/16277191-samsung-bar-plus-256gb-400mb-s-usb-3-1-flash-drive-champagne-silver-muf-256be3-am-24-99-24-96
AMD Ryzen 9 7900X 4.7 GHz 12-Core AM5 Processor $439,Newegg,$439,https://slickdeals.net/f/16277665-amd-ryzen-9-7900x-4-7-ghz-12-core-am5-processor-439
Lenovo Legion T5 Gaming Desktop - 12th Gen Intel Core i7-12700 - GeForce RTX 3070 - Windows 11 - $1299.99 at Costco,Costco Wholesale,"$1,299.99",https://slickdeals.net/f/16275916-lenovo-legion-t5-gaming-desktop-12th-gen-intel-core-i7-12700-geforce-rtx-3070-windows-11-1299-99-at-costco
"Lenovo - Legion Slim 7 - Gaming Laptop - AMD Ryzen 7 5800H - 16GB DDR4 RAM - 2 x 1TB NVMe TLC SSD - NVIDIA GeForce RTX 3060 Max-Q Graphics - 15.6"" FHD 165 Hz - Windows $1199.99",Amazon,"$1,199.99",https://slickdeals.net/f/16276540-lenovo-legion-slim-7-gaming-laptop-amd-ryzen-7-5800h-16gb-ddr4-ram-2-x-1tb-nvme-tlc-ssd-nvidia-geforce-rtx-3060-max-q-graphics-15-6-fhd-165-hz-windows-1199-99
"Apple MacBook Air (mid 2022): 13.6"", Apple M2 8-Core CPU; 16GB Unified Memory; 256GB SSD $1269",B&H Photo Video,"$1,269",https://slickdeals.net/f/16276165-apple-macbook-air-mid-2022-13-6-apple-m2-8-core-cpu-16gb-unified-memory-256gb-ssd-1269
"Samsung Offer Programs Discount: 43"" Samsung M70B 4K UHD Smart Monitor",Samsung,$300,https://slickdeals.net/f/16275565-samsung-edu-epp-43-samsung-m70b-4k-uhd-hdr10-smart-monitor-streaming-tv-299-99
"Samsung 870 QVO SATA III 2.5"" SSD 8TB (EPP/Education)  - $584.99",Samsung,$584.99,https://slickdeals.net/f/16275706-samsung-870-qvo-sata-iii-2-5-ssd-8tb-epp-education-584-99
"Linksys Velop Tri Band Intelligent Mesh WiFi System, White, 3 Pack (AC6600) $219.99 Walmart $219.96",Walmart,$219.96,https://slickdeals.net/f/16276750-linksys-velop-tri-band-intelligent-mesh-wifi-system-white-3-pack-ac6600-219-99-walmart-219-96
"LG 32qp880-b.aus 32"" QHD (2560 x 1440) IPS Monitor - $299 at Costco",Costco Wholesale,$299,https://slickdeals.net/f/16275829-lg-32qp880-b-aus-32-qhd-2560-x-1440-ips-monitor-299-at-costco
"Gigabyte A7 Laptop: 17.3"" 1080p, Ryzen 7 5800H, 16GB RAM, 512GB SSD, RTX3060",eBay,$847.65,https://slickdeals.net/f/16275520-gigabyte-a7-k1-17-3-fhd-ips-144hz-ryzen-7-5800h-rtx-3060-16gb-ddr4-512gb-ssd-847-65
Creative B Stock - AE-9 $199 - AE-7 $99 - G5 $54 - Katana $129 - FS,Creative Labs,,https://slickdeals.net/f/16275751-creative-b-stock-ae-9-199-ae-7-99-g5-54-katana-129-fs
Select Stores: AMD Ryzen 9 7950X + ASUS X670E-E + G.Skill Flare X5 32GB RAM,Micro Center,$1080,https://slickdeals.net/f/16273513-select-stores-amd-ryzen-9-7950x-asus-x670e-e-g-skill-flare-x5-32gb-ram-1080-free-store-pickup
"Lenovo Ideapad 1i 14"" Laptop: Pentium Silver N5030, 4GB DDR4, 128GB Storage $129 + Free Shipping",Walmart,$129,https://slickdeals.net/f/16273561-lenovo-ideapad-1i-14-laptop-pentium-silver-n5030-4gb-ddr4-128gb-storage-129-free-shipping
ASUS RT-AX86S AX5700 WiFi 6 Dual-Band Gigabit Wireless Gaming Router - $153 BestBuy In Store Trade-in,Best Buy,$153,https://slickdeals.net/f/16273633-asus-rt-ax86s-ax5700-wifi-6-dual-band-gigabit-wireless-gaming-router-153-bestbuy-in-store-trade-in
"HyperX Alloy Origins - Mechanical Gaming Keyboard, Software-Controlled Light & Macro Customization, Compact Form Factor, RGB LED Backlit - Linear HyperX Red Switch $54.99",Amazon,$54.99,https://slickdeals.net/f/16274662-hyperx-alloy-origins-mechanical-gaming-keyboard-software-controlled-light-macro-customization-compact-form-factor-rgb-led-backlit-linear-hyperx-red-switch-54-99
TOPESEL 2 in 1 64GB Type C/Type A USB OTG Dual Flash Drive $8 + Free Shipping w/ Prime or Orders $25+,Amazon,$8,https://slickdeals.net/f/16274434-topesel-2-in-1-64gb-type-c-type-a-usb-otg-dual-flash-drive-8-free-shipping-w-prime-or-orders-25
"ASUS WiFi Router (RT-AC1200_V2) - Dual Band Wireless Internet Router, Gaming & Streaming, Easy Setup, Parental Control $24.99 + Free Shipping w/ Prime or on $25+",Amazon,$24.99,https://slickdeals.net/f/16274668-asus-wifi-router-rt-ac1200-v2-dual-band-wireless-internet-router-gaming-streaming-easy-setup-parental-control-24-99-free-shipping-w-prime-or-on-25
